Id,Label,Description,Category,AssetCode,Uniclass2015,GeometryType,Markdown
http://environment.data.gov.uk/asset-management/id/drl/DebrisScreen,Debris Screen,"A screen that reduces the amount of trash and debris entering culverts, outfalls or channels (where it could cause a blockage).",http://environment.data.gov.uk/asset-management/id/drl/Structure,SR,En_32_85_23,Point,"A screen that reduces the amount of trash and debris entering culverts, outfalls or channels (where it could cause a blockage).
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:56:31-Debris-Screen.JPG --- ALT-TEXT: Debris Screen (diagram). --- CAPTION: Debris Screen (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:56:31-Debris-Screen-photo.JPG --- ALT-TEXT: An example of a Debris Screen. --- CAPTION: An example of a Debris Screen.]]
Debris Screens are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Debris_Screen.png --- ALT-TEXT: Environment Agency symbology for Debris Screen. --- CAPTION: Environment Agency symbology for Debris Screen.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Debris Screen - Structure](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/654183b3-a42e-4982-85a1-68172e074922/details)<br>[Debris Screen - Screen](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/051ea5c1-86fa-4c10-9f2d-45528151508e/details)<br>[Debris Screen - Single Bar](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/70f88ade-6424-4a5a-83a1-38ca971c1bdc/details)<br>[Debris Screen - Gantry](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/53a5fa92-5581-4bc1-b3cc-59c5a3869eeb/details)"
http://environment.data.gov.uk/asset-management/id/drl/DemountableDefence,Demountable Defence,"Sections of flood defence that are removable (e.g. for visual amenity or access reasons). The removable sections must be designed to fit, and be used in, one particular location/site. There will usually be fixings on site, such as holes to bolt posts into or slots in flood walls for flood boards to fit into. This includes flood boards in doorways/driveways that formally form part of the line of defence.<br>Mobile temporary barriers which can be deployed in multiple locations and are not site-specific are NOT included in this asset type.",http://environment.data.gov.uk/asset-management/id/drl/Defence,DM,Ss_15_95_25_30,Line,"Sections of flood defence that are removable (e.g. for visual amenity or access reasons). The removable sections must be designed to fit, and be used in, one particular location/site. There will usually be fixings on site, such as holes to bolt posts into or slots in flood walls for flood boards to fit into. This includes flood boards in doorways/driveways that formally form part of the line of defence.
Mobile temporary barriers which can be deployed in multiple locations and are not site-specific are NOT included in this asset type.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:16:22-Demountable-Defence.JPG --- ALT-TEXT: An example of a Demountable Defence (partially deployed). --- CAPTION: An example of a Demountable Defence (partially deployed).]]
Demountable Defences are displayed in the Environment Agency's AIMS OM system as a polyline showing the centre of the defence.
[[IMAGE: /asset-management/drl-app/img/icons/Demountable.png --- ALT-TEXT: Environment Agency symbology for Demountable Defence. --- CAPTION: Environment Agency symbology for Demountable Defence.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets.
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Sectional Elevating Demountable Defence](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/506fc08e-2c2e-4aed-a70b-13c69a5f0993/details)<br>[Sectional Folding Demountable Defence](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/bd85ac37-6541-47eb-b617-e5c576dc54a7/details)"
http://environment.data.gov.uk/asset-management/id/drl/Design,Design,All supporting and analytical information relating to the design for the project outcome including calculations and justifications.,http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,B0000,PM_40_30,N/A,"**B0000**
All supporting and analytical information relating to the design for the project outcome including calculations and justifications."
http://environment.data.gov.uk/asset-management/id/drl/DetentionBasin,Detention Basin,"A landscaped depression that is normally dry except during and following rainfall events. Constructed to store surface water runoff or stormwater runoff temporarily, to attenuate flows and allow some settling of particulate pollutants. Also, where detention basins are vegetated, they may provide some treatment. The land may also function as a recreational facility.",http://environment.data.gov.uk/asset-management/id/drl/SurfaceWaterManagement,WD,Ss_50_70_85_21,Polygon,"A landscaped depression that is normally dry except during and following rainfall events. Constructed to store surface water runoff or stormwater runoff temporarily, to attenuate flows and allow some settling of particulate pollutants. Also, where detention basins are vegetated, they may provide some treatment. The land may also function as a recreational facility."
http://environment.data.gov.uk/asset-management/id/drl/Dock,Dock,"An enclosed area of water used for loading, unloading, building or repairing ships. A dock may have a lock gate at one end to facilitate the drainage of water to create a dry dock.",http://environment.data.gov.uk/asset-management/id/drl/AidsToNavigation,AO,En_30_85,Polygon,"An enclosed area of water used for loading, unloading, building or repairing ships. A dock may have a lock gate at one end to facilitate the drainage of water to create a dry dock.
Docks are displayed in the Environment Agency's AIMS OM system using a polygon to show the full extent of the area.
[[IMAGE: /asset-management/drl-app/img/2024-12-24-14:55:38-Dock-icon.png --- ALT-TEXT: Environment Agency symbology for Dock. --- CAPTION: Environment Agency symbology for Dock.]]"
http://environment.data.gov.uk/asset-management/id/drl/Dolphin,Dolphin,"A man-made marine structure that extends above the water level and is not connected to shore. It is usually piled into the river or sea bed. Dolphins may be used as a temporary tethering point, a structure for housing navigation aids or for protecting other structures from ship impacts.",http://environment.data.gov.uk/asset-management/id/drl/AidsToNavigation,AD,En_32_85_24,Point,"A man-made marine structure that extends above the water level and is not connected to shore. It is usually piled into the river or sea bed. Dolphins may be used as a temporary tethering point, a structure for housing navigation aids or for protecting other structures from ship impacts.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-11:15:23-Dolphin.JPG --- ALT-TEXT: An example of a Dolphin. --- CAPTION: An example of a Dolphin.]]
Dolphins are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Dolphin.png --- ALT-TEXT: Environment Agency symbology for Dolphin. --- CAPTION: Environment Agency symbology for Dolphin.]]"
http://environment.data.gov.uk/asset-management/id/drl/DrawOffTower,Draw Off Tower,A vertical tubular structure with one or more openings used for removing water from reservoirs and diverting it elsewhere.,http://environment.data.gov.uk/asset-management/id/drl/Structure,SD,En_32_85_25,Point,"A vertical tubular structure with one or more openings used for removing water from reservoirs and diverting it elsewhere.
[[IMAGE: /asset-management/drl-app/img/2023-11-13-11:50:02-DrawOffTower.png --- ALT-TEXT: An example of a Draw Off Tower. --- CAPTION: An example of a Draw Off Tower.]]
Draw Off Towers are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Draw_Off_Tower.png --- ALT-TEXT: Environment Agency symbology for Draw Off Tower. --- CAPTION: Environment Agency symbology for Draw Off Tower.]]"
http://environment.data.gov.uk/asset-management/id/drl/Dunes,Dunes,Wind-blown sand mounds found along the coast which can provide a flood defence and/or erosion protection function.,http://environment.data.gov.uk/asset-management/id/drl/Defence,DD,En_32_65_75,Line,"Wind-blown sand mounds found along the coast which can provide a flood defence and/or erosion protection function.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:19:34-Dunes-cross-section.JPG --- ALT-TEXT: Cross section of Dunes (diagram). --- CAPTION: Cross section of Dunes (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:19:34-Dunes.JPG --- ALT-TEXT: An example of Dunes. --- CAPTION: An example of Dunes.]]
Dunes are displayed in the Environment Agency's AIMS OM system as a polyline showing the centre line of the defence.
[[IMAGE: /asset-management/drl-app/img/icons/Dunes.png --- ALT-TEXT: Environment Agency symbology for Dunes. --- CAPTION: Environment Agency symbology for Dunes.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets."
http://environment.data.gov.uk/asset-management/id/drl/EconomicViability,Economic Viability,Information required relating to economic viability.,http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,H0000,PM_50_30,N/A,"**H0000**
Information required relating to economic viability."
http://environment.data.gov.uk/asset-management/id/drl/Embankment,Embankment,"Also known as a levee or dyke. An artificially raised, earthen ridge used in the fluvial, tidal and coastal environments for flood defence, erosion protection, or channel containment. Includes embankments with other primary purposes, such as transport embankments, if they also provide a flood defence and erosion protection function. Also covers embankment dams.<br>Natural ridges of high ground should be classified as natural high ground.<br>Embankments should be defined as separate assets where the elements in an embankment profile change significantly in type, form, material or geometry.",http://environment.data.gov.uk/asset-management/id/drl/Defence,DE,En_32_85_45,Line,"Also known as a levee or dyke. An artificially raised, earthen ridge used in the fluvial, tidal and coastal environments for flood defence, erosion protection, or channel containment. Includes embankments with other primary purposes, such as transport embankments, if they also provide a flood defence and erosion protection function. Also covers embankment dams.
Natural ridges of high ground should be classified as natural high ground.
**Element notes:** Embankments should be defined as separate assets where the elements in an embankment profile change significantly in type, form, material or geometry.
Where multiple elements are present in a single embankment they should be numbered from the exposed face inwards.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:24:18-Embankment-cross-section.JPG --- ALT-TEXT: Embankment cross section (diagram). --- CAPTION: Embankment cross section (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:24:18-Embankment.JPG --- ALT-TEXT: An example of an Embankment. --- CAPTION: An example of an Embankment.]]
Embankments are displayed in the Environment Agency's AIMS OM system as a polyline showing the crest of the defence.
[[IMAGE: /asset-management/drl-app/img/icons/Embankment.png --- ALT-TEXT: Environment Agency symbology for Embankment. --- CAPTION: Environment Agency symbology for Embankment.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets.
Berm elements should not be used where flood embankments are separate from a watercourse (for example ring banks).
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Embankment](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/cb6833bb-b5a5-4934-8bb1-59da63fd827c/details)"
http://environment.data.gov.uk/asset-management/id/drl/EngineAssembly,Engine Assembly,The assembled elements of a machine which burns or consumes fuel to perform mechanical work.,http://environment.data.gov.uk/asset-management/id/drl/MechanicalAndElectrical,ME,Ss_85_50_65_40,Point,"The assembled elements of a machine which burns or consumes fuel to perform mechanical work.
Engine Assemblies are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Engine.png --- ALT-TEXT: Environment Agency symbology for Engine Assembly. --- CAPTION: Environment Agency symbology for Engine Assembly.]]"
http://environment.data.gov.uk/asset-management/id/drl/EngineeredHighGround,Engineered High Ground,"Retained, engineered or otherwise modified ground along watercourses or the coastline, that is not covered by one of the other defence asset types. Only covers cases where the top of the retaining structure is no higher than the ground behind it, therefore it is not considered a raised flood defence such as a flood wall or embankment. Although it may still provide some flood risk management benefit through retaining the ground or preventing below-ground flooding through underground services and basements.<br>Examples of engineered high ground include river frontage walls or sea frontage walls which are no taller than the ground behind them.<br>If the retaining structure is taller than the ground behind it, it is considered a raised flood defence and should be classified as a flood wall or embankment. If the retained ground acts as a quay or promenade, it should be classified as such.",http://environment.data.gov.uk/asset-management/id/drl/Defence,DR,En_32_40_37,Line,"Retained, engineered or otherwise modified ground along watercourses or the coastline, that is not covered by one of the other defence asset types. Only covers cases where the top of the retaining structure is no higher than the ground behind it, therefore it is not considered a raised flood defence such as a flood wall or embankment. Although it may still provide some flood risk management benefit through retaining the ground or preventing below-ground flooding through underground services and basements.
Examples of engineered high ground include river frontage walls or sea frontage walls which are no taller than the ground behind them.
If the retaining structure is taller than the ground behind it, it is considered a raised flood defence and should be classified as a flood wall or embankment. If the retained ground acts as a quay or promenade, it should be classified as such.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:27:35-Engineered-High-Ground-cross-section.JPG --- ALT-TEXT: Cross section of Engineered High Ground (diagram). --- CAPTION: Cross section of Engineered High Ground (diagram).]]
Engineered High Ground is displayed in the Environment Agency's AIMS OM system as a polyline showing the centre line of the defence.
[[IMAGE: /asset-management/drl-app/img/icons/Engineered_High_Ground.png --- ALT-TEXT: Environment Agency symbology for Engineered High Ground. --- CAPTION: Environment Agency symbology for Engineered High Ground.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets."
http://environment.data.gov.uk/asset-management/id/drl/Environmental,Environmental,All supporting and analytical information relating to the environmental considerations of the design for the project outcome including assessments and agreements.,http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,C0000,PM_30_30,N/A,"**C0000**
All supporting and analytical information relating to the environmental considerations of the design for the project outcome including assessments and agreements."
http://environment.data.gov.uk/asset-management/id/drl/ErosionProtection,Erosion Protection,A group of assets which work together to reduce erosion at a particular feature or area.,http://environment.data.gov.uk/asset-management/id/drl/AssetComplex,IE,Co_32_55_27,Polygon,"A group of assets which work together to reduce erosion at a particular feature or area.
Erosion Protection complexes are displayed in the Environment Agency's AIMS OM system as a polygon drawn around the complex boundary.
[[IMAGE: /asset-management/drl-app/img/icons/Erosion_Protection.png --- ALT-TEXT: Environment Agency symbology for Erosion Protection. --- CAPTION: Environment Agency symbology for Erosion Protection.]]"
http://environment.data.gov.uk/asset-management/id/drl/FilterStrip,Filter Strip,"Gently sloping, vegetated strips of land that provide opportunities for slow conveyance and infiltration (where appropriate). They may be designed to accept surface water runoff or stormwater runoff as overland sheet flow from upstream development and often lie between a hard-surfaced area and a receiving stream, surface water collection, treatment or disposal system. They may treat runoff by vegetative filtering, and promote settlement of particulate pollutants and infiltration.",http://environment.data.gov.uk/asset-management/id/drl/SurfaceWaterManagement,WF,Ss_50_70_85_30,Polygon,"Gently sloping, vegetated strips of land that provide opportunities for slow conveyance and infiltration (where appropriate). They may be designed to accept surface water runoff or stormwater runoff as overland sheet flow from upstream development and often lie between a hard-surfaced area and a receiving stream, surface water collection, treatment or disposal system. They may treat runoff by vegetative filtering, and promote settlement of particulate pollutants and infiltration."
http://environment.data.gov.uk/asset-management/id/drl/FishCage,Fish Cage,A system that confines fish or shellfish in a mesh enclosure. Must be fixed in location.,http://environment.data.gov.uk/asset-management/id/drl/Structure,TC,En_32_10_29,Point,"A system that confines fish or shellfish in a mesh enclosure. Must be fixed in location.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:04:58-Fishing-Cage.JPG --- ALT-TEXT: An example of a Fish Cage. --- CAPTION: An example of a Fish Cage.]]
Fish Cages are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Fishing_Cage.png --- ALT-TEXT: Environment Agency symbology for Fish Cage. --- CAPTION: Environment Agency symbology for Fish Cage.]]"
http://environment.data.gov.uk/asset-management/id/drl/FishFarm,Fish Farm,"A place for artificial breeding, hatching, and rearing through the early life stages of animals for commercial and generic restocking purposes.",http://environment.data.gov.uk/asset-management/id/drl/AssetComplex,IF,Co_32_10_28,Polygon,"A place for artificial breeding, hatching, and rearing through the early life stages of animals for commercial and generic restocking purposes.
Fish Farm complexes are displayed in the Environment Agency's AIMS OM system as a polygon drawn around the complex boundary.
[[IMAGE: /asset-management/drl-app/img/icons/Fish_Farm.png --- ALT-TEXT: Environment Agency symbology for Fish Farm. --- CAPTION: Environment Agency symbology for Fish Farm.]]"
http://environment.data.gov.uk/asset-management/id/drl/FishHatchery,Fish Hatchery,"A place for artificial breeding, hatching, and rearing through the early life stages of animals for conservation purposes.",http://environment.data.gov.uk/asset-management/id/drl/AssetComplex,II,Co_32_10_30,Polygon,"A place for artificial breeding, hatching, and rearing through the early life stages of animals for conservation purposes.
Fish Hatchery complexes are displayed in the Environment Agency's AIMS OM system as a polygon drawn around the complex boundary.
[[IMAGE: /asset-management/drl-app/img/icons/Fish_Hatchery.png --- ALT-TEXT: Environment Agency symbology for Fish Hatchery. --- CAPTION: Environment Agency symbology for Fish Hatchery.]]"
http://environment.data.gov.uk/asset-management/id/drl/FishPass,Fish Pass,"A structure that enables fish (lamprey species, salmonids, eels, coarse fish species, shad species) to bypass an obstacle in a channel such as a weir or control gate.",http://environment.data.gov.uk/asset-management/id/drl/Structure,SF,Ss_45_75_30,Point,"A structure that enables fish (lamprey species, salmonids, eels, coarse fish species, shad species) to bypass an obstacle in a channel such as a weir or control gate.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:00:33-Fish-Pass.JPG --- ALT-TEXT: An example of a Fish Pass. --- CAPTION: An example of a Fish Pass.]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:00:33-Fish-Pass-context.JPG --- ALT-TEXT: A second example of a Fish Pass. --- CAPTION: A second example of a Fish Pass.]]
Fish Passes are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Fish_Pass.png --- ALT-TEXT: Environment Agency symbology for Fish Pass. --- CAPTION: Environment Agency symbology for Fish Pass.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Vertical Slot Paired Fish Pass](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/ef8addf1-0271-42ef-a5f3-44fd997dc01d/details)<br>[Vertical Slot Single Fish Pass](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/200b302c-053f-4df1-a849-6cb7029576fe/details)"
http://environment.data.gov.uk/asset-management/id/drl/FishRefuge,Fish Refuge,A floating wire mesh refuge providing cover for smaller fish.,http://environment.data.gov.uk/asset-management/id/drl/Structure,TE,Pr_45_28_30_30,Point,"A floating wire mesh refuge providing cover for smaller fish.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:03:35-Fish-Refuge.JPG --- ALT-TEXT: An example of a Fish Refuge. --- CAPTION: An example of a Fish Refuge.]]
Fish Refuges are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:03:35-Fish-Refuge-symbology.JPG --- ALT-TEXT: Environment Agency symbology for Fish Refuge. --- CAPTION: Environment Agency symbology for Fish Refuge.]]"
http://environment.data.gov.uk/asset-management/id/drl/FishOrEelBarrier,Fish or Eel Barrier,"A barrier that prevents the movement of aquatic life into areas that may jeopardise their survival. It could be a physical barrier, ultrasound or electrical system.",http://environment.data.gov.uk/asset-management/id/drl/Structure,TB,Ss_45_75_25_05,Point,"A barrier that prevents the movement of aquatic life into areas that may jeopardise their survival. It could be a physical barrier, ultrasound or electrical system.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:58:27-Fish-or-Eel-Barrier.JPG --- ALT-TEXT: An example of a Fish or Eel Barrier. --- CAPTION: An example of a Fish or Eel Barrier.]]
Fish or Eel Barriers are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Fish_Eel_Barrier.png --- ALT-TEXT: Environment Agency symbology for Fish or Eel Barrier. --- CAPTION: Environment Agency symbology for Fish or Eel Barrier.]]"
http://environment.data.gov.uk/asset-management/id/drl/FishingPlatform,Fishing Platform,"A horizontal construction on the bank of a reservoir, river or lake to allow safe and inclusive access primarily for fishing, usually protruding slightly over the water.",http://environment.data.gov.uk/asset-management/id/drl/Structure,TP,En_32_50_96,Point,"A horizontal construction on the bank of a reservoir, river or lake to allow safe and inclusive access primarily for fishing, usually protruding slightly over the water.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:06:14-Fishing-Platform-1.JPG --- ALT-TEXT: An example of a Fishing Platform. --- CAPTION: An example of a Fishing Platform.]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:06:14-Fishing-Platform-2.JPG --- ALT-TEXT: A second example of a Fishing Platform. --- CAPTION: A second example of a Fishing Platform.]]
Fishing Platforms are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Fishing_Platform.png --- ALT-TEXT: Environment Agency symbology for Fishing Platform. --- CAPTION: Environment Agency symbology for Fishing Platform.]]"
http://environment.data.gov.uk/asset-management/id/drl/FloodAlleviationScheme,Flood Alleviation Scheme,A group of assets which work together to alleviate flooding to a defined area from a defined source.,http://environment.data.gov.uk/asset-management/id/drl/AssetComplex,IQ,Co_32,Polygon,"A group of assets which work together to alleviate flooding to a defined area from a defined source.
Flood Alleviation Scheme complexes are displayed in the Environment Agency's AIMS OM system as a polygon drawn around the complex boundary.
[[IMAGE: /asset-management/drl-app/img/icons/FloodAlleviationScheme.png --- ALT-TEXT: Environment Agency symbology for Flood Alleviation Scheme. --- CAPTION: Environment Agency symbology for Flood Alleviation Scheme.]]"
http://environment.data.gov.uk/asset-management/id/drl/FloodGate,Flood Gate,"Sections of flood defence that are gated or have sections of retractable wall or barrier (e.g. for visual amenity or access reasons), so when not in operational use, do not provide the flood protection as designed.<br>The gates or retractable sections will provide access for pedestrians or vehicles or ensure that the visual amenity of the area is not adversely affected when a flood defence is not in operational use, while maintaining flood protection when operational.<br>Includes hinged gates, sliding gates and vertical gates. Includes self raising walls or barriers that are installed at ground level or are installed on a top of a wall or as part of a wall structure. Includes flood gates in doorways and driveways that formally form part of the line of defence. Does not include property level protection. Does not include gates in channel, or gates that control water levels and flow, as these are to be recorded as Control Gate assets.",http://environment.data.gov.uk/asset-management/id/drl/Defence,DF,Ss_25_36_30_30,Line,"Sections of flood defence that are gated or have sections of retractable wall or barrier (e.g. for visual amenity or access reasons), so when not in operational use, do not provide the flood protection as designed.
The gates or retractable sections will provide access for pedestrians or vehicles or ensure that the visual amenity of the area is not adversely affected when a flood defence is not in operational use, while maintaining flood protection when operational.
Includes hinged gates, sliding gates and vertical gates. Includes self raising walls or barriers that are installed at ground level or are installed on a top of a wall or as part of a wall structure. Includes flood gates in doorways and driveways that formally form part of the line of defence. Does not include property level protection. Does not include gates in channel, or gates that control water levels and flow, as these are to be recorded as Control Gate assets.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:30:54-Flood-Gate.JPG --- ALT-TEXT: Flood Gate (diagram). --- CAPTION: Flood Gate (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:30:54-Flood-Gate-photo.JPG --- ALT-TEXT: An example of a Flood Gate. --- CAPTION: An example of a Flood Gate.]]
Flood Gates are displayed in the Environment Agency's AIMS OM system as a polyline showing the centre of the defence.
[[IMAGE: /asset-management/drl-app/img/icons/Flood_Gate.png --- ALT-TEXT: Environment Agency symbology for Flood Gate. --- CAPTION: Environment Agency symbology for Flood Gate.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 300m. Longer asset runs must be defined (chunked) as separate assets.
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Folding Flood Gate](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/89aaa270-09b4-407a-b47f-7469fe34513c/details)<br>[Sliding Flood Gate](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/dce3401e-462e-4d70-af56-362192f5e16c/details)<br>[Swinging Flood Gate](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/f1f71af4-6c16-4161-a691-899b6348354b/details)"
http://environment.data.gov.uk/asset-management/id/drl/FloodWarningSystem,Flood Warning System,"A device or mechanism situated in a flood risk area that warns people in the area of imminent flooding. May consist of lights, alarms or signage, or a combination.",http://environment.data.gov.uk/asset-management/id/drl/Instruments,NF,Ss_75_60_55_30,Point,"A device or mechanism situated in a flood risk area that warns people in the area of imminent flooding. May consist of lights, alarms or signage, or a combination.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:07:13-Flood-Warning-System.JPG --- ALT-TEXT: An example of a Flood Warning System. --- CAPTION: An example of a Flood Warning System.]]
Flood Warning Systems are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Flood_Warning_System.png --- ALT-TEXT: Environment Agency symbology for Flood Warning System. --- CAPTION: Environment Agency symbology for Flood Warning System.]]"
http://environment.data.gov.uk/asset-management/id/drl/Ford,Ford,A shallow part of a watercourse that may be crossed on foot or by a vehicle in low flows. These can occur naturally or can be man-made.,http://environment.data.gov.uk/asset-management/id/drl/ChannelCrossings,RF,SL_32_50_30,Point,"A shallow part of a watercourse that may be crossed on foot or by a vehicle in low flows. These can occur naturally or can be man-made.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-13:27:11-Ford.JPG --- ALT-TEXT: An example of a Ford. --- CAPTION: An example of a Ford.]]
Fords are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Ford.png --- ALT-TEXT: Environment Agency symbology for Ford. --- CAPTION: Environment Agency symbology for Ford.]]"
http://environment.data.gov.uk/asset-management/id/drl/Garage,Garage,A building designed and/or used primarily for the storage and/or maintenance of vehicles.,http://environment.data.gov.uk/asset-management/id/drl/BuildingsAndCompounds,VA,SL_90_50_33,Point,"A building designed and/or used for the storage and/or maintenance of vehicles.
Includes the structural components of the building and any integral fixtures, fittings or services that cannot be removed without cutting into the walls, ceilings or floors.
Does not include any assets or equipment that are housed or used in the building but separate to the building structure itself.
Buildings can have a multitude of uses so could fit into multiple asset types. Classify according to the predominant, or most important function.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-12:50:45-Garage.JPG --- ALT-TEXT: An example of a Garage. --- CAPTION: An example of a Garage.]]
Garages are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Garage.png --- ALT-TEXT: Environment Agency symbology for Garage. --- CAPTION: Environment Agency symbology for Garage.]]"
http://environment.data.gov.uk/asset-management/id/drl/GaugeBoard,Gauge Board,"A board with numeral markings, used to measure and indicate the depth or level of water in a water body such as a river, reservoir, dock, harbour or ford.",http://environment.data.gov.uk/asset-management/id/drl/Instruments,NG,Pr_80_51_70_96,Point,"A board with numeral markings, used to measure and indicate the depth or level of water in a water body such as a river, reservoir, dock, harbour or ford.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:07:59-Gauge-Board.JPG --- ALT-TEXT: An example of a Gauge Board. --- CAPTION: An example of a Gauge Board.]]
Gauge Boards are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Gauge_Board.png --- ALT-TEXT: Environment Agency symbology for Gauge Board. --- CAPTION: Environment Agency symbology for Gauge Board.]]"
